frame,timestamp_s,cam_dist_m,lidar_bbox_dist_m,gt_dist_m,cam_error_m,lidar_error_m,cam_latency_ms,lidar_latency_ms
1,20.1091,,,,,,10.23,5.75
2,20.1731,,,,,,9.88,5.28
3,20.2433,,23.5376,,,,16.74,2.25
4,20.3336,,,,,,22.80,10.44
5,20.3905,,20.1590,,,,8.75,2.00
6,20.4517,,,,,,11.07,5.19
7,20.5246,,,,,,17.98,7.37
8,20.5828,,,,,,8.89,7.72
9,20.6514,,37.8406,,,,12.06,7.99
10,20.7213,,,,,,11.93,6.47
11,20.7974,,20.4388,,,,19.03,5.78
12,20.8746,,,,,,15.83,9.28
13,20.9330,,,,,,9.23,7.50
14,21.0125,,,,,,20.86,9.08
15,21.0883,,26.8151,,,,19.94,4.49
16,21.1700,,,,,,21.88,10.28
17,21.2349,,31.6953,,,,11.46,4.37
18,21.3199,,,,,,12.15,7.12
19,21.3971,,11.2250,,,,21.76,5.76
20,21.4870,,21.3429,,,,20.22,6.24
21,21.5747,,,,,,15.53,7.64
22,21.6324,,21.1323,,,,10.18,4.01
23,21.6974,,21.5685,,,,12.53,4.38
24,21.7684,,,,,,10.40,7.45
25,21.8327,,,,,,10.89,6.89
26,21.9053,,,,,,21.87,9.13
27,21.9810,,,,,,14.65,6.77
28,22.0444,,28.6769,,,,9.06,3.51
29,22.1189,,,,,,14.44,7.33
30,22.1922,,26.3732,,,,15.95,9.25
31,22.2720,,,,,,16.88,8.72
32,22.3473,,33.3664,,,,19.46,5.68
33,22.4030,,29.1920,,,,9.68,7.27
34,22.4829,,37.6699,,,,15.94,4.33
35,22.5406,,26.8473,,,,10.22,2.96
36,22.6313,,,,,,20.78,9.35
37,22.7096,,,,,,14.71,7.67
38,22.7709,,,,,,12.22,6.84
39,22.8338,,37.5896,,,,14.41,2.46
40,22.9017,,34.6627,,,,15.16,6.05
41,22.9756,,,,,,12.15,4.78
42,23.0463,,21.5108,,,,15.30,5.63
43,23.1241,,,,,,14.51,8.32
44,23.2069,,,,,,13.90,6.23
45,23.2710,,,,,,13.11,8.46
46,23.3389,,31.2040,,,,17.07,2.19
47,23.4023,,31.3313,,,,10.75,9.88
48,23.4666,,,,,,10.01,7.01
49,23.5501,,28.7287,,,,19.68,10.37
50,23.6261,,,,,,19.15,7.40
51,23.6860,,19.7634,,,,17.68,2.29
52,23.7657,,,,,,12.45,9.66
53,23.8356,,,,,,19.95,6.02
54,23.9096,,,,,,15.63,12.14
55,23.9681,,,,,,9.63,5.56
56,24.0347,,,,,,17.90,10.74
57,24.0950,,30.9966,,,,12.16,3.10
58,24.1607,,,,,,12.82,12.34
59,24.2395,,,,,,16.05,12.06
