frame,timestamp_s,cam_dist_m,lidar_bbox_dist_m,gt_dist_m,cam_error_m,lidar_error_m,cam_latency_ms,lidar_latency_ms
1,54.5903,,30.5658,37.2187,,6.6529,14.17,3.83
2,54.6720,,,37.7313,,,20.55,11.01
3,54.7574,,,38.2039,,,13.22,11.02
4,54.8234,,,38.5387,,,11.76,5.88
5,54.8787,,,38.8740,,,8.69,5.22
6,54.9345,,38.2364,39.1830,,0.9466,8.80,1.33
7,54.9946,,30.7023,39.4638,,8.7615,10.86,4.02
8,55.0648,,,39.7781,,,13.18,10.35
9,55.1294,,,40.0913,,,13.45,3.68
10,55.1909,,27.4480,40.3228,,12.8748,15.74,3.89
11,55.2582,,,40.5848,,,11.39,6.22
12,55.3291,,,40.8650,,,18.98,8.96
13,55.3850,,29.3224,41.0558,,11.7334,9.93,1.33
14,55.4557,,,41.3110,,,13.22,5.79
15,55.5164,,,41.4748,,,9.99,5.77
16,55.5783,,,41.6628,,,11.33,6.36
17,55.6386,,31.1677,41.8021,,10.6343,11.42,2.74
18,55.7132,,,41.9902,,,9.52,7.04
19,55.7757,,,42.1548,,,11.86,6.81
20,55.8313,46.8461,,42.2583,4.5878,,9.98,2.41
21,55.8946,,28.0488,42.4161,,14.3673,15.38,3.82
22,55.9624,,,42.5468,,,15.42,3.14
23,56.0318,,18.9024,42.6671,,23.7647,16.02,4.32
24,56.0912,,18.9225,42.7935,,23.8710,10.51,1.82
25,56.1535,,,42.9062,,,9.90,6.08
26,56.2224,,,43.0582,,,12.04,4.94
27,56.2869,,35.2525,43.1659,,7.9133,14.87,1.90
28,56.3586,41.9233,,43.3344,1.4111,,15.18,7.60
29,56.4206,44.9806,,43.4887,1.4919,,12.26,4.57
30,56.4759,45.4311,34.9979,43.6204,1.8106,8.6226,9.39,2.18
31,56.5380,44.6910,28.6360,43.7780,0.9129,15.1420,16.62,3.30
32,56.6075,,,43.9792,,,16.03,6.71
33,56.6857,,,44.2208,,,18.65,10.12
34,56.7543,,,44.4181,,,19.20,7.77
35,56.8217,,,44.6576,,,18.44,6.32
36,56.8807,,17.0622,44.8421,,27.7799,12.59,2.44
37,56.9589,,,45.2394,,,16.35,7.53
38,57.0355,46.1949,33.5477,45.6608,0.5341,12.1131,19.92,4.20
39,57.1020,,,45.9868,,,14.66,6.80
40,57.1775,,,46.3885,,,13.67,7.54
41,57.2458,,,46.6239,,,11.92,8.49
42,57.3051,,33.5923,46.9567,,13.3644,8.45,9.36
43,57.3757,,27.9085,47.4066,,19.4981,9.60,12.30
44,57.4664,,27.9207,47.8398,,19.9191,22.50,12.41
45,57.5377,,,48.2165,,,18.82,11.31
46,57.6147,,33.5322,48.4843,,14.9522,14.69,9.23
47,57.6885,,,48.8858,,,9.77,10.08
48,57.7549,,20.4033,49.1696,,28.7663,18.89,9.13
49,57.8311,,,49.5571,,,9.99,14.24
50,57.9006,,19.5355,49.8311,,30.2955,15.90,7.51
51,57.9688,,18.0228,50.2367,,32.2138,8.82,9.37
52,58.0411,,,50.6499,,,18.31,9.38
53,58.1271,,,51.0129,,,17.69,17.79
54,58.2011,,18.1429,51.1636,,33.0207,16.58,10.47
55,58.2903,,,51.3754,,,14.69,11.92
56,58.3721,,,51.5246,,,22.14,11.39
57,58.4438,,26.3651,51.6291,,25.2640,19.92,7.05
58,58.5256,,,51.7661,,,15.68,9.91
59,58.6122,,,51.9004,,,17.77,11.51
60,58.7028,,32.3277,52.0525,,19.7248,22.60,10.60
61,58.7646,,31.9188,52.1424,,20.2237,9.41,7.12
62,58.8356,,,52.2262,,,8.99,13.60
63,58.8977,,,52.3219,,,9.69,14.42
64,58.9698,,,52.4123,,,18.13,11.84
65,59.0401,,,52.5347,,,8.38,10.52
66,59.1003,,29.7739,52.6390,,22.8651,9.80,8.21
67,59.1899,,,52.7822,,,17.58,15.75
68,59.2503,,29.4698,52.8828,,23.4130,13.48,6.48
69,59.3095,,17.6244,52.9927,,35.3683,9.76,7.25
70,59.3943,,,53.1308,,,23.28,12.68
71,59.4846,,,53.3414,,,23.43,16.04
72,59.5527,,16.7340,53.4122,,36.6782,11.66,5.58
73,59.6389,,,53.5154,,,21.43,10.93
74,59.7179,,,53.6086,,,21.33,11.08
75,59.8038,,28.5392,53.5307,,24.9915,23.05,11.10
76,59.8852,,,53.4774,,,13.70,11.79
77,59.9576,,27.8970,53.4696,,25.5726,14.98,14.13
78,60.0337,,,53.4943,,,9.43,13.70
79,60.0912,,,53.5441,,,8.22,10.22
80,60.1485,,17.5713,53.6240,,36.0526,9.65,8.53
81,60.2105,,20.4972,53.7312,,33.2340,12.07,6.91
82,60.2879,,,53.9007,,,19.03,10.42
83,60.3521,,17.7511,54.0318,,36.2807,8.71,7.29
84,60.4109,,19.9965,54.1795,,34.1830,8.22,6.85
85,60.4811,,19.3040,54.3414,,35.0374,8.90,12.03
86,60.5448,,,54.4900,,,8.96,9.58
87,60.6207,,,54.5801,,,19.99,11.06
88,60.6968,,,54.5110,,,11.81,9.78
89,60.7830,,20.3232,54.3684,,34.0452,13.01,15.30
90,60.8795,,19.4860,54.1903,,34.7043,21.39,16.95
91,60.9592,,18.6969,53.9790,,35.2822,26.20,11.36
92,61.0342,,,53.7139,,,18.89,10.11
93,61.0966,,21.2551,53.4665,,32.2114,8.80,7.11
94,61.1619,,17.8717,53.2259,,35.3541,13.91,6.35
95,61.2392,,,52.9403,,,10.95,10.05
96,61.3160,,16.8569,52.7771,,35.9203,16.03,10.94
97,61.4010,,16.8006,52.7304,,35.9298,23.72,9.34
98,61.4766,,15.8383,52.7867,,36.9484,11.10,11.00
99,61.5614,,15.7221,52.9484,,37.2263,25.34,13.23
100,61.6422,,,53.1059,,,14.44,9.30
101,61.7130,,15.6353,53.3655,,37.7302,11.32,9.67
102,61.7803,,,53.6049,,,12.02,11.22
103,61.8682,,14.6080,54.0260,,39.4179,13.97,10.54
104,61.9357,,,54.2925,,,9.07,12.87
105,62.0007,,,54.6686,,,16.41,13.89
106,62.0754,,13.9721,54.9294,,40.9573,10.96,11.66
