frame,timestamp_s,obstacle_id,detection_source,cam_dist_m,lidar_dist_m,gt_dist_m,cam_error_m,lidar_error_m,cam_rel_error_pct,lidar_rel_error_pct,cam_within_1m,lidar_within_1m,cam_latency_ms,lidar_latency_ms,danger_level,angle_deg,sector,match_method
0,14.0804,cam_0,CAM_ONLY,27.2270,,13.8536,13.3734,,96.5341,,0,,10.25,1.33,safe,,,CAMERA_ONLY
0,14.1479,cam_0,CAM_ONLY,27.3448,,14.4885,12.8563,,88.7348,,0,,16.12,1.19,safe,,,CAMERA_ONLY
0,14.2067,cam_0,CAM_ONLY,27.3196,,15.1335,12.1861,,80.5236,,0,,13.52,1.25,safe,,,CAMERA_ONLY
0,14.2710,cam_0,CAM_ONLY,27.3457,,15.9808,11.3649,,71.1157,,0,,11.88,1.21,safe,,,CAMERA_ONLY
0,14.3439,t9,BOTH,27.1308,13.6422,16.6700,10.4608,3.0278,62.7523,18.1631,0,0,18.96,0.98,safe,,,FULL_ANGLE
0,14.3439,t9,LIDAR_ONLY,12.9376,12.9376,16.6700,3.7324,3.7324,22.3899,22.3899,0,0,18.96,0.98,cautious,22.63,front,LIDAR_ONLY
0,14.3439,t10,LIDAR_ONLY,11.0771,11.0771,16.6700,5.5929,5.5929,33.5509,33.5509,0,0,18.96,0.98,cautious,26.70,front,LIDAR_ONLY
0,14.3439,t9,LIDAR_ONLY,14.1655,14.1655,16.6700,2.5045,2.5045,15.0239,15.0239,0,0,18.96,0.98,cautious,18.56,front,LIDAR_ONLY
0,14.4041,cam_0,CAM_ONLY,27.0014,,17.6566,9.3449,,52.9259,,0,,11.53,1.58,safe,,,CAMERA_ONLY
0,14.4595,cam_0,CAM_ONLY,27.1001,,18.3555,8.7446,,47.6403,,0,,10.83,1.04,safe,,,CAMERA_ONLY
0,14.5150,cam_0,CAM_ONLY,27.3375,,19.0291,8.3084,,43.6617,,0,,10.47,0.98,safe,,,CAMERA_ONLY
0,14.5762,cam_0,CAM_ONLY,27.3256,,20.0576,7.2680,,36.2353,,0,,10.46,1.20,safe,,,CAMERA_ONLY
0,14.6430,t21,BOTH,27.6178,14.2022,20.9295,6.6883,6.7274,31.9561,32.1429,0,0,18.46,1.34,safe,,,FULL_ANGLE
0,14.6430,t21,LIDAR_ONLY,13.2958,13.2958,20.9295,7.6338,7.6338,36.4737,36.4737,0,0,18.46,1.34,cautious,21.99,front,LIDAR_ONLY
0,14.6430,t22,LIDAR_ONLY,11.3317,11.3317,20.9295,9.5979,9.5979,45.8579,45.8579,0,0,18.46,1.34,cautious,26.06,front,LIDAR_ONLY
0,14.7153,cam_0,CAM_ONLY,28.2716,,22.0426,6.2290,,28.2587,,0,,17.67,1.24,safe,,,CAMERA_ONLY
0,14.7764,cam_0,CAM_ONLY,28.1172,,23.0958,5.0214,,21.7415,,0,,16.35,0.88,safe,,,CAMERA_ONLY
0,14.8381,t22,LIDAR_ONLY,10.5562,10.5562,24.0473,13.4912,13.4912,56.1025,56.1025,0,0,16.62,1.37,cautious,29.85,front,LIDAR_ONLY
0,14.8381,t21,LIDAR_ONLY,14.5093,14.5093,24.0473,9.5380,9.5380,39.6635,39.6635,0,0,16.62,1.37,cautious,21.77,front,LIDAR_ONLY
