frame,timestamp_s,cam_dist_m,lidar_bbox_dist_m,gt_dist_m,cam_error_m,lidar_error_m,cam_latency_ms,lidar_latency_ms
1,597.6570,,,103.7023,,,17.09,7.38
2,597.7131,,24.0365,103.8339,,79.7974,12.06,1.57
3,597.7806,,,103.9438,,,10.09,1.28
4,597.8501,,,104.0482,,,12.78,3.19
5,597.9223,,24.3214,104.1310,,79.8096,15.56,1.46
6,597.9874,,,104.1724,,,13.20,1.06
7,598.0486,,,104.1846,,,14.73,1.50
8,598.1103,,20.1974,104.1708,,83.9733,11.26,0.85
9,598.1711,,,104.1145,,,13.07,1.62
10,598.2524,,,104.0109,,,13.87,1.51
11,598.3141,,,103.8671,,,12.02,1.36
12,598.3793,,,103.7326,,,16.93,1.52
13,598.4400,,,103.5705,,,11.15,1.05
14,598.5016,,,103.3998,,,11.37,1.54
15,598.5645,,,103.2025,,,14.45,0.95
16,598.6272,,,103.0043,,,13.43,1.76
17,598.6919,,,102.7774,,,11.94,1.11
18,598.7550,,,102.5643,,,15.31,1.01
19,598.8150,,,102.3403,,,12.23,1.04
20,598.8882,,,102.1120,,,12.98,1.15
21,598.9606,,19.4062,101.9157,,82.5095,14.69,0.81
22,599.0287,,,101.7325,,,13.79,1.68
23,599.0860,,,101.5699,,,10.48,1.22
24,599.1611,,,101.3983,,,21.48,0.81
25,599.2211,,,101.2620,,,8.92,1.48
26,599.2758,,,101.3364,,,9.30,1.46
27,599.3363,,,101.4047,,,17.34,1.07
28,599.3972,,,101.4776,,,10.50,1.41
29,599.4751,,,101.5620,,,21.56,1.35
30,599.5482,,,101.6518,,,13.01,1.45
31,599.6141,,,101.7361,,,9.66,1.53
32,599.6847,,,101.8120,,,16.82,1.37
33,599.7590,,,101.8977,,,14.49,0.92
34,599.8322,,,101.9804,,,18.85,1.33
35,599.9083,,,102.0773,,,18.45,1.26
36,599.9804,,,102.1583,,,22.55,1.56
37,600.0465,,,102.2542,,,16.18,2.44
38,600.1215,,,102.3715,,,23.37,2.71
39,600.1871,,,102.4733,,,13.63,1.33
40,600.2558,,,102.6088,,,18.86,1.37
41,600.3221,,,102.8646,,,19.68,1.52
42,600.3855,,,103.1083,,,15.21,1.26
43,600.4520,,,103.4731,,,17.86,1.19
44,600.5220,,27.0287,103.9100,,76.8813,20.37,1.46
45,600.5855,,,104.4039,,,14.92,1.11
46,600.6559,,,104.8405,,,17.89,1.35
47,600.7216,,,104.6987,,,9.61,1.71
48,600.7855,,,104.4730,,,14.80,3.78
49,600.8358,,,104.2871,,,9.32,1.10
50,600.8966,,,104.0893,,,14.59,1.10
51,600.9665,,26.0861,103.8012,,77.7151,18.71,1.19
52,601.0337,,,103.6016,,,15.65,1.36
53,601.1016,,,103.3492,,,18.58,1.29
54,601.1591,,21.0176,103.1334,,82.1158,8.95,1.16
55,601.2210,,,102.9337,,,19.69,1.57
56,601.2786,,,102.7272,,,10.39,1.09
57,601.3406,,,102.5370,,,21.04,0.94
58,601.4042,,,102.3244,,,15.18,1.26
59,601.4576,,,102.1625,,,13.26,1.14
60,601.5116,,32.5107,101.9869,,69.4762,11.69,0.92
61,601.5677,,,101.8406,,,10.15,1.43
62,601.6359,,,101.7254,,,16.24,1.20
63,601.6977,,,101.6844,,,10.22,1.35
64,601.7616,,,101.7599,,,12.21,1.25
65,601.8231,,,101.9411,,,11.82,1.45
66,601.8902,,,101.9828,,,18.48,1.20
67,601.9485,,,101.7975,,,10.95,1.33
68,602.0128,,21.0112,101.5743,,80.5631,16.21,0.84
69,602.0780,,,101.3454,,,16.89,1.62
70,602.1546,,,101.1023,,,13.92,1.10
71,602.2198,,43.8403,100.9060,,57.0656,15.86,1.24
72,602.2830,,,100.7370,,,12.89,1.31
73,602.3393,,,100.6089,,,10.85,1.14
74,602.4087,,,100.6119,,,21.33,1.07
75,602.4682,,39.3313,100.7205,,61.3892,13.30,1.25
76,602.5294,,,100.9423,,,12.50,1.24
77,602.5852,,,101.2272,,,12.98,1.01
78,602.6614,,,101.7488,,,20.97,1.14
79,602.7336,,,102.4179,,,16.32,1.22
80,602.7933,,,103.0080,,,19.42,1.05
81,602.8643,,24.0943,103.8191,,79.7248,19.71,1.85
82,602.9311,,,104.4280,,,16.19,1.68
83,603.0002,,,104.0976,,,20.73,1.39
84,603.0715,,,103.5487,,,19.39,1.35
85,603.1377,,,102.8801,,,16.28,1.29
86,603.1974,,,102.4545,,,13.72,1.23
87,603.2672,,,101.8918,,,19.82,2.50
88,603.3263,,,101.5145,,,18.33,1.66
89,603.3947,,,101.0732,,,17.75,1.17
90,603.4643,,22.3985,100.6789,,78.2804,13.94,1.05
91,603.5388,,,100.2219,,,23.18,1.67
92,603.5897,,,99.9730,,,11.14,0.90
93,603.6513,,,99.7342,,,15.56,1.17
94,603.7132,,19.5734,99.4429,,79.8695,10.83,0.88
95,603.7696,,17.8049,99.2365,,81.4316,13.95,0.98
96,603.8358,,,99.0825,,,15.97,2.22
97,603.9003,,,98.9008,,,19.48,1.26
98,603.9647,,18.0522,98.7428,,80.6907,17.35,0.86
99,604.0297,,,98.5859,,,13.77,1.35
100,604.0884,,,98.5403,,,11.85,1.01
101,604.1430,,,98.5892,,,12.01,1.04
102,604.2013,,,98.7312,,,9.97,1.15
103,604.2688,,15.8816,99.0004,,83.1188,19.11,1.25
104,604.3379,,,99.4369,,,16.69,1.44
105,604.3994,,,99.7953,,,13.36,1.39
106,604.4575,,15.8176,100.3125,,84.4949,10.25,0.82
107,604.5129,,15.5719,100.8453,,85.2734,9.87,1.38
108,604.5750,,,101.3746,,,12.58,1.73
109,604.6334,,,101.9419,,,9.27,1.61
110,604.7051,,20.3859,101.7631,,81.3773,15.63,1.02
111,604.7624,,18.4411,101.3706,,82.9295,12.41,0.91
112,604.8294,,,100.8464,,,15.14,1.38
113,604.9024,,,100.3875,,,19.00,1.32
114,604.9697,,15.6455,99.9394,,84.2939,16.34,1.36
115,605.0277,,,99.5843,,,9.82,1.28
116,605.0901,,,99.3102,,,18.91,1.00
117,605.1467,,,99.0108,,,13.04,1.26
118,605.2102,,,98.7210,,,13.95,1.07
119,605.2681,,14.5380,98.4662,,83.9281,14.18,0.95
120,605.3399,,,98.1561,,,17.15,1.14
121,605.4002,,,97.9651,,,14.92,1.29
122,605.4575,,,97.7210,,,10.12,1.20
123,605.5173,,14.3870,97.5019,,83.1149,15.36,1.07
124,605.5775,,,97.3561,,,14.25,1.78
125,605.6486,,,97.1514,,,15.92,1.38
126,605.7118,,14.0666,96.9599,,82.8933,13.49,1.23
127,605.7745,,,96.8322,,,16.81,1.58
128,605.8709,,13.5674,96.6072,,83.0398,24.12,1.78
129,605.9350,,,96.4896,,,20.32,2.93
130,605.9943,,,96.4030,,,12.11,0.90
131,606.0599,,,96.2588,,,18.64,0.88
132,606.1322,,,96.1440,,,15.99,1.19
133,606.1987,,,96.1269,,,15.82,1.41
134,606.2589,,12.2793,96.2014,,83.9221,15.38,1.08
135,606.3306,,,96.3589,,,14.17,1.48
136,606.3885,,,96.5931,,,9.20,1.32
137,606.4436,,,96.8071,,,12.36,0.99
138,606.5082,,,97.2089,,,13.30,1.11
139,606.5662,,10.4831,97.6271,,87.1440,18.32,1.21
140,606.6393,,,98.1960,,,18.85,1.05
141,606.7112,,19.3111,98.8106,,79.4995,21.27,1.11
142,606.7866,,,99.3224,,,20.10,1.09
143,606.8509,,,99.1140,,,12.83,1.35
144,606.9070,,,98.7675,,,12.48,1.27
145,606.9698,,,98.3216,,,15.10,1.51
146,607.0391,,,97.8931,,,16.79,0.86
147,607.1057,,,97.4907,,,19.34,1.21
148,607.1731,,,97.0495,,,20.44,1.45
149,607.2364,,,96.7539,,,18.80,1.25
150,607.2965,,,96.4010,,,10.64,1.24
151,607.3517,,,96.1094,,,11.37,1.14
152,607.4172,,19.5842,95.8376,,76.2534,17.02,1.21
153,607.4947,,,95.4803,,,13.48,1.14
154,607.5730,,32.0476,95.1163,,63.0688,19.81,1.43
155,607.6458,,,94.8758,,,18.91,1.13
156,607.7103,,16.6093,94.6476,,78.0383,17.51,0.89
157,607.7769,,,94.4637,,,17.86,1.57
158,607.8442,,,94.2918,,,21.38,1.11
159,607.9109,,,94.1109,,,19.05,0.97
160,607.9647,,,93.9330,,,11.78,1.41
161,608.0200,,,93.7877,,,10.37,1.68
162,608.0841,,,93.6722,,,20.61,1.05
163,608.1395,,,93.6491,,,10.77,1.16
164,608.2081,,,93.7254,,,18.59,3.03
165,608.2715,,,93.9059,,,13.72,1.38
166,608.3345,,,94.1277,,,17.33,1.31
167,608.3944,,,94.4981,,,10.86,1.18
168,608.4580,,,94.9321,,,15.25,1.09
169,608.5100,,25.2371,95.4151,,70.1780,9.36,1.09
170,608.5723,,,95.9796,,,12.80,1.46
171,608.6375,,,96.7131,,,13.92,1.25
172,608.6985,,,97.2045,,,12.70,1.26
173,608.7580,,,97.1720,,,12.63,0.95
174,608.8270,,,96.7405,,,16.71,1.96
175,608.8973,,,96.2784,,,15.79,1.37
176,608.9647,,27.7127,95.8839,,68.1712,14.30,1.20
177,609.0228,,,95.5707,,,16.08,1.33
178,609.0900,,,95.2136,,,15.27,1.05
179,609.1564,,,94.9795,,,19.97,1.36
180,609.2214,,,94.7318,,,16.72,1.67
181,609.2862,,,94.5200,,,12.98,1.09
182,609.3507,,,94.3026,,,9.99,1.19
183,609.4119,,,94.1465,,,11.48,1.02
184,609.4724,,,94.0192,,,19.66,1.23
185,609.5363,,,93.8634,,,9.35,1.03
186,609.6011,,,93.7557,,,15.43,1.34
187,609.6576,,20.1594,93.6444,,73.4850,10.05,1.02
188,609.7135,,,93.5629,,,9.67,0.91
189,609.7747,,,93.5273,,,11.50,1.46
190,609.8517,,,93.5810,,,15.29,2.72
191,609.9173,,,93.7202,,,11.58,1.24
192,609.9805,,,93.9342,,,11.20,1.31
193,610.0372,,,94.2577,,,10.39,1.11
194,610.0973,,,94.5944,,,11.37,1.21
195,610.1558,,,95.1325,,,9.76,1.30
196,610.2109,,,95.5383,,,10.25,1.11
197,610.2694,,24.5315,96.2560,,71.7245,9.60,1.15
198,610.3346,,,96.7455,,,16.79,1.13
199,610.3966,,,96.6665,,,11.95,1.52
200,610.4489,,20.9300,96.3820,,75.4520,12.16,1.21
201,610.5041,,,96.0784,,,11.69,0.81
202,610.5639,,30.5917,95.7963,,65.2046,13.49,1.16
203,610.6144,,20.8050,95.5767,,74.7717,12.46,0.96
