frame,timestamp_s,cam_dist_m,lidar_bbox_dist_m,gt_dist_m,cam_error_m,lidar_error_m,cam_latency_ms,lidar_latency_ms
1,36.7398,,,,,,15.59,1.77
2,36.8151,,,,,,20.03,1.41
3,36.8838,,8.6694,,,,17.63,1.40
4,36.9479,,,,,,10.32,1.49
5,37.0087,,,,,,10.61,1.08
6,37.0735,,,,,,18.93,1.37
7,37.1412,,9.1291,,,,15.22,1.26
8,37.1990,,,,,,9.38,1.40
9,37.2605,,,56.4058,,,16.92,0.93
10,37.3177,,,55.9464,,,9.47,1.11
11,37.3722,,,55.5420,,,9.01,1.47
12,37.4377,,10.1032,55.1124,,45.0091,17.75,1.40
13,37.5037,,,54.6118,,,18.45,1.31
14,37.5723,,,54.0587,,,18.73,1.25
15,37.6383,,9.7508,53.5250,,43.7742,16.36,1.34
16,37.6973,,,53.0596,,,9.54,1.67
17,37.7595,,,52.4928,,,14.18,1.02
18,37.8325,,20.4937,,,,17.95,1.24
19,37.8883,,8.8248,,,,9.49,1.10
20,37.9549,,,,,,17.61,1.29
21,38.0263,,,,,,18.50,1.14
22,38.1058,,,,,,19.34,2.80
23,38.1682,,,,,,12.73,1.41
24,38.2396,,8.5784,,,,15.50,1.63
25,38.3001,,,,,,11.93,1.72
26,38.3631,,,,,,12.63,1.02
27,38.4169,,,,,,8.96,0.94
28,38.4780,,,,,,8.83,1.36
29,38.5602,,7.5567,,,,13.57,4.45
30,38.6385,,,,,,17.72,3.78
31,38.7213,,,,,,12.35,1.60
32,38.7787,,,,,,9.01,1.62
33,38.8435,,7.3971,,,,8.83,1.33
34,38.9287,,,,,,20.36,2.30
35,38.9822,,7.2794,,,,14.18,1.53
36,39.0580,,7.1421,,,,14.47,2.22
37,39.1185,,,,,,8.70,3.59
38,39.1975,,7.0759,,,,13.20,2.11
39,39.2534,,7.0808,,,,9.61,1.59
40,39.3195,,,,,,11.85,1.93
41,39.3862,,,,,,10.98,1.30
42,39.4595,,,,,,15.58,3.75
43,39.5286,,,,,,11.82,2.23
44,39.5979,,11.3568,,,,17.84,2.01
45,39.6651,,9.5379,,,,13.11,3.06
46,39.7321,,8.3412,,,,16.38,1.74
47,39.7987,,9.1095,,,,15.55,1.91
48,39.8694,,,,,,20.19,1.53
49,39.9333,,11.3799,,,,12.92,1.52
50,40.0047,,13.4073,,,,15.52,1.41
51,40.0659,,,,,,9.84,1.96
52,40.1371,,14.0555,,,,16.81,1.56
53,40.1926,,15.3257,,,,9.81,1.54
54,40.2723,,,,,,19.69,1.62
55,40.3509,,,,,,14.59,1.44
56,40.4200,,,,,,14.25,1.34
57,40.4848,,,,,,13.92,3.31
58,40.5558,,,,,,17.74,1.58
59,40.6178,,,,,,16.81,1.57
60,40.6789,,,,,,8.95,1.69
61,40.7439,,20.7673,,,,9.19,1.45
62,40.8173,,,,,,12.90,1.51
63,40.8773,,,,,,8.45,1.54
64,40.9233,,,,,,8.09,1.77
65,40.9717,,,,,,8.59,1.61
66,41.0419,,23.7755,,,,16.36,2.85
67,41.1028,,,,,,11.98,1.58
68,41.1690,,,,,,15.35,1.65
69,41.2325,,,,,,14.68,1.56
70,41.2938,,17.9467,,,,8.38,1.45
71,41.3595,,18.6012,,,,9.33,2.02
72,41.4291,,,,,,9.56,1.57
73,41.4925,,,,,,9.30,1.61
74,41.5559,,21.1142,,,,9.45,1.73
75,41.6368,,,,,,25.02,1.48
76,41.6896,,,,,,8.47,1.62
77,41.7538,,22.8608,,,,11.82,1.98
78,41.8170,,,,,,9.75,1.93
79,41.8800,,,,,,8.86,1.36
80,41.9480,,23.6517,,,,11.09,1.58
81,42.0058,,23.6805,,,,8.72,2.00
82,42.0663,,,,,,8.72,1.80
83,42.1301,,,,,,8.24,1.44
84,42.2092,,,,,,17.57,1.65
85,42.2666,,,,,,10.25,2.12
86,42.3271,,,,,,18.69,1.21
87,42.3843,,,,,,8.56,1.36
88,42.4529,,,,,,14.07,1.82
89,42.5218,,,,,,20.73,1.71
90,42.5757,,,,,,8.67,1.65
91,42.6412,,,,,,11.41,1.35
92,42.7168,,,,,,8.90,1.66
93,42.7963,,23.6382,,,,12.75,1.84
94,42.8573,,,,,,17.72,1.80
95,42.9214,,,,,,13.23,2.47
96,42.9807,,,,,,9.16,1.55
97,43.0446,,,,,,9.46,1.47
98,43.1181,,,,,,12.12,1.43
99,43.1831,,,,,,13.24,1.67
100,43.2430,,27.6419,,,,10.48,1.32
101,43.3215,,,,,,20.35,1.69
102,43.3762,,,,,,8.25,2.03
103,43.4376,,,,,,8.40,1.56
104,43.5011,,,,,,8.37,1.65
105,43.5627,,23.1952,,,,8.63,2.18
106,43.6390,,,,,,9.09,1.20
107,43.6908,,30.5978,,,,8.18,1.54
108,43.7674,,,,,,13.24,1.91
109,43.8319,,,,,,13.66,2.24
110,43.9032,,,,,,12.74,1.81
