frame,timestamp_s,cam_dist_m,lidar_bbox_dist_m,gt_dist_m,cam_error_m,lidar_error_m,cam_latency_ms,lidar_latency_ms
1,30.1830,,17.4993,42.6324,,25.1332,8.88,20.50
2,30.2702,,17.7617,42.6324,,24.8707,18.82,12.51
3,30.3410,,,42.6324,,,19.00,5.36
4,30.4291,,18.0770,42.6324,,24.5555,19.15,16.50
5,30.4970,,,42.6324,,,13.82,7.05
6,30.5834,,,42.6324,,,16.83,17.97
7,30.6481,,,42.6324,,,10.55,1.94
8,30.7091,,10.5611,42.6324,,32.0714,9.04,3.52
9,30.7848,,17.4326,42.6324,,25.1998,18.63,14.26
10,30.8544,,10.7217,42.6324,,31.9107,13.11,1.75
11,30.9280,,,42.6324,,,11.60,16.57
12,30.9924,,,42.6324,,,9.26,6.07
13,31.0462,,,42.6324,,,9.38,2.59
14,31.1065,,18.2919,42.6185,,24.3265,14.02,3.32
15,31.1890,,,42.5277,,,15.85,19.53
16,31.2450,,,42.4279,,,9.28,5.89
17,31.3186,46.3812,,42.2691,4.1121,,10.06,10.24
18,31.3845,44.3995,,42.0874,2.3122,,16.44,4.22
19,31.4502,43.5699,,41.9116,1.6584,,14.30,5.64
20,31.5298,43.8435,16.8920,41.6661,2.1774,24.7741,13.33,20.60
21,31.6017,46.4933,,41.3860,5.1073,,23.33,2.35
22,31.6841,47.5715,,41.1770,6.3945,,14.29,21.95
23,31.7447,,,40.9419,,,9.13,6.80
24,31.8112,,18.7626,40.6966,,21.9340,12.32,7.83
25,31.8832,,,40.4409,,,9.87,20.37
26,31.9480,44.9575,,40.1756,4.7819,,11.28,4.46
27,32.0145,44.5302,18.7919,39.9169,4.6134,21.1249,15.21,8.65
28,32.0800,,,39.6369,,,9.57,6.36
29,32.1377,,,39.4050,,,8.54,5.37
30,32.2004,,,39.1257,,,8.42,5.25
31,32.2538,47.4490,16.0933,38.8737,8.5754,22.7804,9.50,1.98
32,32.3341,,,38.5038,,,16.03,20.40
33,32.4106,,16.2324,38.1746,,21.9422,17.84,8.29
34,32.4807,,,37.8239,,,11.69,12.78
35,32.5462,,,37.4928,,,11.00,6.01
36,32.6257,,17.0816,37.0866,,20.0049,12.59,15.85
37,32.6875,,,36.8041,,,10.39,10.30
38,32.7487,,46.0184,36.5107,,9.5077,10.77,1.48
39,32.8100,40.1928,8.8166,36.1620,4.0308,27.3454,10.22,4.10
40,32.8820,,,35.7692,,,11.81,13.00
41,32.9422,,,35.5256,,,11.77,5.23
42,33.0007,,12.1043,35.2327,,23.1285,10.37,1.34
43,33.0825,,,34.8828,,,14.63,15.88
44,33.1364,,,34.6575,,,9.23,4.72
45,33.1940,,,34.4171,,,15.09,3.51
46,33.2588,,16.5567,34.1462,,17.5895,16.93,5.64
47,33.3309,41.0316,,33.8792,7.1525,,14.04,11.47
48,33.3969,,,33.5975,,,12.24,6.59
49,33.4810,36.4451,,33.2762,3.1689,,19.32,18.00
50,33.5487,,,32.9948,,,15.56,3.60
51,33.6157,40.0598,18.5459,32.7355,7.3243,14.1895,11.28,8.10
52,33.6887,34.8993,,32.4275,2.4718,,8.87,12.40
53,33.7488,35.1364,,32.1990,2.9374,,10.36,6.62
54,33.8271,36.6939,,31.8452,4.8488,,12.54,16.60
55,33.8864,34.5627,,31.6072,2.9555,,13.42,4.41
56,33.9638,32.7330,17.9874,31.2299,1.5031,13.2425,21.37,6.11
57,34.0432,31.5051,,30.8608,0.6443,,17.47,5.96
58,34.1357,30.6177,,30.4307,0.1871,,14.82,22.37
59,34.2004,30.7547,40.1172,30.1661,0.5886,9.9511,11.73,1.40
60,34.2837,30.9972,,29.7649,1.2323,,10.91,14.44
61,34.3434,31.3491,39.9152,29.5383,1.8108,10.3769,12.15,4.86
62,34.4183,30.9311,18.6918,29.2398,1.6913,10.5480,10.43,10.89
63,34.4913,30.5808,,28.9577,1.6231,,10.51,17.78
