frame,timestamp_s,obstacle_id,detection_source,cam_dist_m,lidar_dist_m,gt_dist_m,cam_error_m,lidar_error_m,cam_rel_error_pct,lidar_rel_error_pct,cam_within_1m,lidar_within_1m,cam_latency_ms,lidar_latency_ms,danger_level,angle_deg,sector,match_method
0,11.1904,t1,LIDAR_ONLY,20.2391,20.2391,68.3980,48.1589,48.1589,70.4098,70.4098,0,0,18.57,3.86,drive,14.05,front,LIDAR_ONLY
0,11.4535,t9,LIDAR_ONLY,17.8616,17.8616,,,,,,,,10.82,9.38,drive,15.95,front,LIDAR_ONLY
0,11.8385,t15,LIDAR_ONLY,18.0571,18.0571,68.3980,50.3408,50.3408,73.5999,73.5999,0,0,11.88,2.96,drive,15.78,front,LIDAR_ONLY
0,11.8385,t15,LIDAR_ONLY,18.2180,18.2180,68.3980,50.1800,50.1800,73.3648,73.3648,0,0,11.88,2.96,drive,14.09,front,LIDAR_ONLY
0,12.1785,cam_0,CAM_ONLY,46.6506,,42.2810,4.3697,,10.3348,,0,,20.38,6.79,safe,1.75,,CAMERA_ONLY
0,12.2432,cam_0,CAM_ONLY,43.8548,,42.1148,1.7400,,4.1315,,0,,12.74,2.42,safe,1.48,,CAMERA_ONLY
0,12.2432,t24,LIDAR_ONLY,10.4244,10.4244,,,,,,,,12.74,2.42,slow,26.19,front,LIDAR_ONLY
0,12.2432,t25,LIDAR_ONLY,19.5468,19.5468,,,,,,,,12.74,2.42,drive,13.55,front,LIDAR_ONLY
0,12.2432,t25,LIDAR_ONLY,18.6458,18.6458,,,,,,,,12.74,2.42,drive,14.83,front,LIDAR_ONLY
0,12.2432,t25,LIDAR_ONLY,17.8219,17.8219,,,,,,,,12.74,2.42,drive,16.26,front,LIDAR_ONLY
0,12.4348,cam_0,CAM_ONLY,43.4134,,41.5875,1.8259,,4.3906,,0,,17.86,0.94,safe,1.43,,CAMERA_ONLY
0,12.4919,cam_0,CAM_ONLY,44.2796,,41.3936,2.8860,,6.9722,,0,,9.62,1.86,safe,1.61,,CAMERA_ONLY
0,12.4919,t28,LIDAR_ONLY,12.7084,12.7084,67.2338,54.5254,54.5254,81.0981,81.0981,0,0,9.62,1.86,cautious,21.45,front,LIDAR_ONLY
0,12.4919,t28,LIDAR_ONLY,12.8080,12.8080,67.2338,54.4258,54.4258,80.9500,80.9500,0,0,9.62,1.86,cautious,13.65,front,LIDAR_ONLY
0,12.5672,cam_0,CAM_ONLY,47.3806,,41.1493,6.2313,,15.1431,,0,,15.99,15.48,safe,1.83,,CAMERA_ONLY
0,12.7016,t28,LIDAR_ONLY,12.9681,12.9681,66.4187,53.4505,53.4505,80.4752,80.4752,0,0,17.68,6.20,cautious,15.77,front,LIDAR_ONLY
0,12.7016,t28,LIDAR_ONLY,13.1427,13.1427,66.4187,53.2760,53.2760,80.2124,80.2124,0,0,17.68,6.20,cautious,17.07,front,LIDAR_ONLY
0,12.7016,t28,LIDAR_ONLY,13.2994,13.2994,66.4187,53.1193,53.1193,79.9764,79.9764,0,0,17.68,6.20,cautious,18.19,front,LIDAR_ONLY
0,12.7016,t28,LIDAR_ONLY,14.6917,14.6917,66.4187,51.7269,51.7269,77.8801,77.8801,0,0,17.68,6.20,cautious,14.91,front,LIDAR_ONLY
0,12.7838,cam_0,CAM_ONLY,43.4204,,40.3902,3.0303,,7.5025,,0,,17.23,4.45,safe,2.95,,CAMERA_ONLY
0,12.8670,cam_0,CAM_ONLY,44.9568,,40.0996,4.8571,,12.1127,,0,,21.65,12.82,safe,3.09,,CAMERA_ONLY
0,12.9375,t28,LIDAR_ONLY,15.2718,15.2718,,,,,,,,22.99,2.26,cautious,18.08,front,LIDAR_ONLY
0,13.1460,t28,LIDAR_ONLY,11.9530,11.9530,,,,,,,,20.27,3.39,slow,27.18,front,LIDAR_ONLY
0,13.1460,t41,LIDAR_ONLY,18.4002,18.4002,,,,,,,,20.27,3.39,drive,15.52,front,LIDAR_ONLY
0,13.1460,t41,LIDAR_ONLY,17.9730,17.9730,,,,,,,,20.27,3.39,cautious,16.34,front,LIDAR_ONLY
0,13.4789,cam_1,CAM_ONLY,41.6922,,37.6803,4.0119,,10.6472,,0,,16.27,10.56,safe,1.75,,CAMERA_ONLY
0,13.6025,t52,LIDAR_ONLY,18.7013,18.7013,,,,,,,,18.92,8.80,cautious,13.17,front,LIDAR_ONLY
0,13.6025,t52,LIDAR_ONLY,17.1181,17.1181,,,,,,,,18.92,8.80,cautious,15.17,front,LIDAR_ONLY
0,13.7362,t52,LIDAR_ONLY,14.1992,14.1992,62.6453,48.4461,48.4461,77.3339,77.3339,0,0,14.56,1.57,cautious,17.32,front,LIDAR_ONLY
0,13.7362,t52,LIDAR_ONLY,14.2744,14.2744,62.6453,48.3709,48.3709,77.2140,77.2140,0,0,14.56,1.57,cautious,11.24,front,LIDAR_ONLY
0,13.7362,t52,LIDAR_ONLY,14.3533,14.3533,62.6453,48.2920,48.2920,77.0879,77.0879,0,0,14.56,1.57,cautious,11.84,front,LIDAR_ONLY
0,13.8160,cam_1,CAM_ONLY,39.5787,,36.1197,3.4590,,9.5766,,0,,15.76,13.06,safe,-1.07,,CAMERA_ONLY
0,13.8817,cam_1,CAM_ONLY,41.7660,,35.8090,5.9570,,16.6355,,0,,12.72,2.15,safe,-1.25,,CAMERA_ONLY
0,13.9684,cam_1,CAM_ONLY,41.4658,,35.3689,6.0969,,17.2380,,0,,14.80,9.82,safe,-1.21,,CAMERA_ONLY
0,14.0379,cam_1,CAM_ONLY,38.8714,,35.0488,3.8227,,10.9067,,0,,11.84,1.56,safe,-1.03,,CAMERA_ONLY
0,14.0379,t59,LIDAR_ONLY,14.2559,14.2559,61.1635,46.9076,46.9076,76.6921,76.6921,0,0,11.84,1.56,cautious,15.75,front,LIDAR_ONLY
0,14.0379,t59,LIDAR_ONLY,15.0431,15.0431,61.1635,46.1204,46.1204,75.4051,75.4051,0,0,11.84,1.56,cautious,11.02,front,LIDAR_ONLY
0,14.0379,t59,LIDAR_ONLY,15.4903,15.4903,61.1635,45.6732,45.6732,74.6739,74.6739,0,0,11.84,1.56,cautious,13.63,front,LIDAR_ONLY
0,14.0379,t59,LIDAR_ONLY,15.8726,15.8726,61.1635,45.2909,45.2909,74.0489,74.0489,0,0,11.84,1.56,cautious,11.87,front,LIDAR_ONLY
0,14.1848,cam_1,CAM_ONLY,37.1794,,34.2386,2.9409,,8.5894,,0,,13.15,5.70,slowdown,-0.13,,CAMERA_ONLY
0,14.1848,t63,LIDAR_ONLY,15.7741,15.7741,13.2429,2.5311,2.5311,19.1132,19.1132,0,0,13.15,5.70,cautious,-28.35,front,LIDAR_ONLY
0,14.2477,t59,LIDAR_ONLY,16.3509,16.3509,59.9448,43.5939,43.5939,72.7234,72.7234,0,0,10.59,6.04,cautious,12.81,front,LIDAR_ONLY
0,14.3261,cam_1,CAM_ONLY,38.9263,,33.5001,5.4263,,16.1979,,0,,21.13,5.24,safe,0.98,,CAMERA_ONLY
0,14.3928,cam_1,CAM_ONLY,36.7932,,33.1765,3.6167,,10.9015,,0,,11.70,2.04,slowdown,1.43,,CAMERA_ONLY
0,14.3928,t70,LIDAR_ONLY,10.1147,10.1147,,,,,,,,11.70,2.04,slow,26.01,front,LIDAR_ONLY
0,14.3928,t59,LIDAR_ONLY,16.9542,16.9542,59.0560,42.1018,42.1018,71.2913,71.2913,0,0,11.70,2.04,cautious,13.62,front,LIDAR_ONLY
0,14.3928,t63,LIDAR_ONLY,15.9581,15.9581,15.1747,0.7834,0.7834,5.1625,5.1625,1,1,11.70,2.04,cautious,-24.45,front,LIDAR_ONLY
0,14.4709,cam_1,CAM_ONLY,36.3023,,32.7869,3.5154,,10.7218,,0,,20.08,9.37,slowdown,1.61,,CAMERA_ONLY
0,14.5579,cam_1,CAM_ONLY,35.1297,,32.3585,2.7712,,8.5640,,0,,18.71,13.16,slowdown,1.70,,CAMERA_ONLY
0,14.5579,t59,LIDAR_ONLY,17.4013,17.4013,,,,,,,,18.71,13.16,cautious,14.03,front,LIDAR_ONLY
0,14.5579,t59,LIDAR_ONLY,17.9363,17.9363,,,,,,,,18.71,13.16,cautious,15.50,front,LIDAR_ONLY
0,14.6222,cam_1,CAM_ONLY,34.0074,,32.0543,1.9531,,6.0930,,0,,12.73,4.69,slowdown,1.66,,CAMERA_ONLY
0,14.6838,cam_1,CAM_ONLY,33.7284,,31.7602,1.9682,,6.1972,,0,,11.37,2.66,slowdown,1.57,,CAMERA_ONLY
0,14.6838,t76,LIDAR_ONLY,19.6984,19.6984,6.6767,13.0218,13.0218,195.0344,195.0344,0,0,11.37,2.66,drive,-21.11,front,LIDAR_ONLY
0,14.6838,t76,LIDAR_ONLY,10.2341,10.2341,6.6767,3.5574,3.5574,53.2815,53.2815,0,0,11.37,2.66,slow,-26.11,front,LIDAR_ONLY
0,14.7803,cam_1,CAM_ONLY,33.2178,,31.3226,1.8952,,6.0507,,0,,10.10,3.34,slowdown,1.48,,CAMERA_ONLY
0,14.8376,cam_1,CAM_ONLY,33.2013,,31.0646,2.1367,,6.8782,,0,,14.16,2.10,slowdown,1.43,,CAMERA_ONLY
0,14.8376,t79,LIDAR_ONLY,19.5543,19.5543,56.9708,37.4166,37.4166,65.6767,65.6767,0,0,14.16,2.10,drive,13.40,front,LIDAR_ONLY
0,14.8376,t76,LIDAR_ONLY,10.1718,10.1718,8.7794,1.3924,1.3924,15.8602,15.8602,0,0,14.16,2.10,slow,-22.06,front,LIDAR_ONLY
0,14.9162,cam_1,CAM_ONLY,32.7661,,30.7255,2.0406,,6.6414,,0,,18.66,15.38,slowdown,1.43,,CAMERA_ONLY
0,15.0002,t79,BOTH,31.7763,19.6040,,,,,,,,16.39,8.61,slowdown,1.48,,FULL_ANGLE
0,15.0002,t79,LIDAR_ONLY,19.0989,19.0989,,,,,,,,16.39,8.61,drive,14.38,front,LIDAR_ONLY
0,15.0002,t79,LIDAR_ONLY,18.5533,18.5533,,,,,,,,16.39,8.61,drive,16.18,front,LIDAR_ONLY
0,15.0729,cam_1,CAM_ONLY,30.5297,,30.0672,0.4625,,1.5381,,1,,14.34,6.57,warning,1.48,,CAMERA_ONLY
0,15.1440,t79,BOTH,30.2796,18.6298,,,,,,,,14.33,3.78,warning,1.57,,FULL_ANGLE
0,15.1440,t79,LIDAR_ONLY,18.2106,18.2106,,,,,,,,14.33,3.78,cautious,15.38,front,LIDAR_ONLY
0,15.1440,t83,LIDAR_ONLY,14.3649,14.3649,13.4963,0.8687,0.8687,6.4363,6.4363,1,1,14.33,3.78,cautious,-15.21,front,LIDAR_ONLY
0,15.2205,cam_1,CAM_ONLY,30.3337,,29.4778,0.8560,,2.9038,,1,,12.85,14.00,warning,1.70,,CAMERA_ONLY
0,15.3075,t79,LIDAR_ONLY,18.2436,18.2436,,,,,,,,15.78,12.26,cautious,14.14,front,LIDAR_ONLY
0,15.3075,t79,LIDAR_ONLY,17.8547,17.8547,,,,,,,,15.78,12.26,cautious,16.49,front,LIDAR_ONLY
0,15.4511,cam_1,CAM_ONLY,32.0669,,28.5586,3.5083,,12.2846,,0,,15.97,9.00,slowdown,2.06,,CAMERA_ONLY
0,15.4511,t79,LIDAR_ONLY,17.9682,17.9682,54.3994,36.4312,36.4312,66.9698,66.9698,0,0,15.97,9.00,cautious,14.56,front,LIDAR_ONLY
0,15.4511,t79,LIDAR_ONLY,17.8885,17.8885,54.3994,36.5109,36.5109,67.1164,67.1164,0,0,15.97,9.00,cautious,15.74,front,LIDAR_ONLY
0,15.5318,cam_1,CAM_ONLY,30.6905,,28.2633,2.4273,,8.5881,,0,,19.86,3.69,slowdown,2.10,,CAMERA_ONLY
0,15.6027,t91,BOTH,30.3428,28.2674,28.0224,2.3203,0.2450,8.2803,0.8743,0,1,16.29,7.23,slowdown,2.19,,FULL_ANGLE
0,15.6027,t79,LIDAR_ONLY,17.9135,17.9135,53.8530,35.9394,35.9394,66.7362,66.7362,0,0,16.29,7.23,cautious,15.64,front,LIDAR_ONLY
0,15.6027,t79,LIDAR_ONLY,17.8552,17.8552,53.8530,35.9978,35.9978,66.8446,66.8446,0,0,16.29,7.23,cautious,13.89,front,LIDAR_ONLY
0,15.6027,t79,LIDAR_ONLY,18.0615,18.0615,53.8530,35.7915,35.7915,66.4615,66.4615,0,0,16.29,7.23,cautious,14.58,front,LIDAR_ONLY
0,15.6818,cam_1,CAM_ONLY,29.4607,,27.7048,1.7559,,6.3378,,0,,24.90,3.73,warning,2.19,,CAMERA_ONLY
0,15.7538,t91,BOTH,29.0784,28.0072,27.4475,1.6309,0.5597,5.9417,2.0392,0,1,14.91,8.37,warning,2.24,,FULL_ANGLE
0,15.7538,t79,LIDAR_ONLY,18.1347,18.1347,53.2713,35.1365,35.1365,65.9578,65.9578,0,0,14.91,8.37,cautious,15.55,front,LIDAR_ONLY
0,15.7538,t79,LIDAR_ONLY,18.3277,18.3277,53.2713,34.9436,34.9436,65.5956,65.5956,0,0,14.91,8.37,drive,13.73,front,LIDAR_ONLY
0,15.8352,cam_1,CAM_ONLY,28.1229,,27.1359,0.9870,,3.6372,,1,,20.52,3.08,warning,2.33,,CAMERA_ONLY
0,15.9210,cam_1,CAM_ONLY,28.0259,,26.8277,1.1982,,4.4663,,0,,20.48,16.29,warning,2.33,,CAMERA_ONLY
0,15.9904,t79,BOTH,27.9937,17.1972,,,,,,,,18.68,2.75,warning,2.46,,FULL_ANGLE
0,15.9904,t79,LIDAR_ONLY,17.5400,17.5400,,,,,,,,18.68,2.75,cautious,18.78,front,LIDAR_ONLY
0,15.9904,t79,LIDAR_ONLY,16.9273,16.9273,,,,,,,,18.68,2.75,cautious,16.74,front,LIDAR_ONLY
