frame,timestamp_s,obstacle_id,detection_source,cam_dist_m,lidar_dist_m,gt_dist_m,cam_error_m,lidar_error_m,cam_rel_error_pct,lidar_rel_error_pct,cam_within_1m,lidar_within_1m,cam_latency_ms,lidar_latency_ms,danger_level,angle_deg,sector,match_method
0,27.6306,t7,LIDAR_ONLY,20.8396,20.8396,20.6459,0.1938,0.1938,0.9386,0.9386,1,1,16.71,0.92,drive,1.25,front,LIDAR_ONLY
0,27.6306,t9,LIDAR_ONLY,16.9111,16.9111,13.7285,3.1826,3.1826,23.1822,23.1822,0,0,16.71,0.92,cautious,-23.60,front,LIDAR_ONLY
0,27.6933,t15,LIDAR_ONLY,16.8150,16.8150,,,,,,,,10.64,1.49,cautious,26.78,front,LIDAR_ONLY
0,28.0141,cam_0,CAM_ONLY,21.5571,,21.1232,0.4339,,2.0541,,1,,15.44,1.77,warning,2.51,,CAMERA_ONLY
0,28.1389,t29,LIDAR_ONLY,20.9664,20.9664,,,,,,,,16.54,1.27,drive,24.98,front,LIDAR_ONLY
0,28.1389,t29,LIDAR_ONLY,18.9580,18.9580,,,,,,,,16.54,1.27,drive,29.03,front,LIDAR_ONLY
0,28.1389,t30,LIDAR_ONLY,7.2211,7.2211,,,,,,,,16.54,1.27,slow,16.89,front,LIDAR_ONLY
0,28.1389,t30,LIDAR_ONLY,7.1702,7.1702,,,,,,,,16.54,1.27,slow,20.93,front,LIDAR_ONLY
0,28.1389,t30,LIDAR_ONLY,7.1756,7.1756,,,,,,,,16.54,1.27,slow,24.98,front,LIDAR_ONLY
0,28.2693,cam_0,CAM_ONLY,22.4745,,21.6656,0.8089,,3.7338,,1,,12.86,1.13,warning,3.84,,CAMERA_ONLY
0,28.3360,cam_0,CAM_ONLY,23.1029,,21.8506,1.2523,,5.7314,,0,,12.71,0.94,warning,4.16,,CAMERA_ONLY
0,28.3360,t30,LIDAR_ONLY,6.9601,6.9601,5.8307,1.1295,1.1295,19.3709,19.3709,0,0,12.71,0.94,slow,23.14,front,LIDAR_ONLY
0,28.3360,t30,LIDAR_ONLY,6.9595,6.9595,5.8307,1.1288,1.1288,19.3603,19.3603,0,0,12.71,0.94,slow,16.88,front,LIDAR_ONLY
0,28.3959,cam_0,CAM_ONLY,22.4424,,21.9877,0.4547,,2.0679,,1,,20.24,1.73,warning,4.29,,CAMERA_ONLY
