frame,timestamp_s,cam_dist_m,lidar_bbox_dist_m,gt_dist_m,cam_error_m,lidar_error_m,cam_latency_ms,lidar_latency_ms
1,17.2625,,,,,,26.21,1.99
2,17.4059,27.4233,12.7616,,,,20.15,3.57
3,17.5409,,,,,,21.41,5.58
4,17.6913,,12.2181,,,,19.91,2.45
5,17.8267,,,,,,21.16,2.78
6,17.9283,,,,,,18.12,2.76
7,18.0250,,,,,,19.77,2.46
8,18.1337,,,,,,19.15,2.19
9,18.2763,,,,,,15.00,1.83
10,18.3889,,,,,,10.92,2.16
11,18.4976,,,,,,20.35,3.79
12,18.6260,,,,,,20.62,2.76
13,18.7366,,,,,,18.72,2.46
14,18.8561,,14.4904,,,,19.59,3.19
15,19.0278,,,,,,24.70,2.99
16,19.1854,,,,,,22.78,3.06
17,19.2891,,11.2514,,,,16.85,1.75
18,19.4110,25.8385,,,,,21.32,2.98
19,19.5178,26.0311,,,,,12.36,1.69
20,19.6343,25.5082,,,,,20.80,1.93
21,19.7446,26.8452,,,,,11.30,1.85
22,19.8672,25.2832,,,,,19.22,1.98
23,19.9974,,,,,,20.38,2.76
24,20.1195,24.5021,,,,,19.29,2.77
25,20.2151,,18.3947,,,,13.19,1.49
26,20.3083,,10.4332,,,,11.08,1.94
27,20.4183,,10.8162,,,,20.11,2.55
28,20.5466,,10.7911,,,,19.63,2.69
29,20.6868,,,,,,18.94,2.35
30,20.8079,,10.9313,,,,17.86,2.67
31,20.9519,,,,,,21.20,3.02
32,21.1071,58.0917,10.7492,,,,24.10,3.44
33,21.2391,,,,,,19.20,2.00
34,21.3737,,10.7435,,,,19.73,5.13
35,21.5033,,10.3695,,,,17.41,2.72
36,21.6557,,,,,,19.72,3.11
37,21.8287,,,,,,18.12,2.00
38,21.9552,,10.4674,,,,12.73,2.01
39,22.0901,54.1159,,,,,15.59,2.00
40,22.2081,54.0560,10.3219,,,,14.99,2.47
41,22.3540,52.5987,,,,,21.00,2.56
42,22.4741,52.9371,,,,,12.88,1.74
43,22.6001,51.5870,10.3694,,,,11.53,2.07
44,22.7292,50.8824,,,,,20.51,4.17
45,22.9133,51.0600,,,,,21.12,2.99
46,23.0592,51.3768,,,,,20.38,3.37
47,23.2188,20.2281,10.2394,,,,19.46,3.96
48,23.3772,46.0467,,,,,24.79,2.91
49,23.5178,46.7118,,,,,22.19,2.48
50,23.6500,45.2550,10.4960,,,,19.63,2.79
51,23.7873,45.2997,,,,,22.78,3.78
52,23.9294,43.7273,,,,,20.71,2.63
53,24.0666,43.0917,11.0834,,,,21.29,3.55
54,24.2107,42.1132,,,,,19.34,3.00
55,24.3843,41.9358,,,,,18.83,2.86
56,24.5535,40.5392,11.9529,,,,19.33,3.89
57,24.6963,38.1607,11.0186,,,,19.93,2.67
58,24.8327,36.9645,11.2059,,,,19.04,4.23
59,24.9752,35.9694,,,,,31.27,2.60
60,25.0727,35.1424,,,,,21.66,2.54
