frame,timestamp_s,cam_dist_m,lidar_bbox_dist_m,gt_dist_m,cam_error_m,lidar_error_m,cam_latency_ms,lidar_latency_ms
157,36.7308,20.0264,,15.7098,4.3166,,22.64,2.99
158,36.8810,19.9087,,15.7064,4.2023,,22.08,2.79
159,37.0504,19.9218,,15.7007,4.2211,,22.01,1.73
160,37.1880,19.8294,10.6420,15.7007,4.1287,5.0587,23.85,2.89
161,37.3176,19.9688,,15.7007,4.2681,,14.25,2.29
162,37.4424,19.5624,10.6441,15.7007,3.8617,5.0566,14.49,1.99
163,37.5836,19.8509,10.6639,15.7007,4.1502,5.0368,24.96,3.10
164,37.7498,19.1382,10.6460,4.1362,15.0020,6.5098,23.26,2.62
165,37.8763,19.3290,,5.5314,13.7976,,20.71,3.43
166,38.0093,19.7275,5.8590,7.2797,12.4478,1.4207,19.86,3.90
167,38.1574,19.7315,,9.3923,10.3393,,21.47,2.66
168,38.2822,19.1819,,11.4112,7.7707,,20.38,4.33
169,38.4394,19.2168,6.5548,13.7379,5.4788,7.1831,20.00,2.11
170,38.5833,19.2243,,15.7007,3.5236,,25.03,2.04
171,38.7222,18.9118,10.6066,15.7007,3.2111,5.0941,23.09,4.05
172,38.8661,18.8451,10.6158,15.7007,3.1444,5.0849,20.26,3.49
173,39.0166,19.3400,13.2247,15.7007,3.6393,2.4760,20.27,3.99
174,39.1579,18.9244,10.6290,15.7007,3.2237,5.0717,20.01,3.34
175,39.2915,19.3337,10.6379,10.9784,8.3552,0.3405,20.47,2.48
176,39.4257,19.8166,,11.6663,8.1502,,19.69,3.47
177,39.5695,19.7836,10.6384,4.2770,15.5066,6.3614,24.76,4.55
178,39.7174,19.3113,,5.8286,13.4828,,23.54,1.93
179,39.8892,19.3796,10.6477,8.1848,11.1948,2.4629,19.41,3.08
180,40.0337,18.9717,,10.2120,8.7596,,20.50,2.88
181,40.1745,19.4333,,12.6565,6.7768,,25.03,2.63
182,40.3282,19.2474,,15.1316,4.1158,,20.53,2.00
183,40.4681,18.8722,,15.7007,3.1715,,21.14,3.17
184,40.5962,18.8801,10.6534,15.7007,3.1794,5.0473,19.52,2.84
185,40.7181,18.8832,10.4970,15.7007,3.1825,5.2037,21.04,2.75
186,40.8590,18.9214,10.6446,15.7007,3.2207,5.0561,23.53,6.08
187,40.9682,19.0617,,15.7007,3.3610,,18.48,1.75
188,41.1156,18.9755,,15.7007,3.2748,,28.47,2.92
189,41.2536,19.2540,11.4827,15.7007,3.5533,4.2180,19.08,2.56
190,41.3779,19.5125,,15.7007,3.8118,,19.69,2.72
191,41.5104,19.1595,10.6116,15.7007,3.4588,5.0891,21.45,4.03
192,41.6272,19.2773,11.5281,15.7007,3.5766,4.1726,10.89,2.22
193,41.7303,19.1045,10.6497,15.7007,3.4038,5.0510,13.40,1.59
194,41.8893,19.2227,,15.7007,3.5220,,27.73,4.19
195,42.0325,19.2709,,15.7007,3.5702,,20.64,2.86
196,42.1739,19.3487,,15.7007,3.6480,,17.01,2.95
197,42.3189,19.6104,11.8222,4.6448,14.9656,7.1774,20.24,3.62
198,42.4478,19.1290,10.6882,5.9859,13.1431,4.7022,14.30,2.38
199,42.5777,19.1991,,7.7920,11.4071,,21.73,3.09
200,42.7320,19.1814,,10.0135,9.1679,,20.54,4.08
201,42.8781,18.9718,,12.2947,6.6770,,20.71,4.03
202,42.9982,19.2209,,14.3392,4.8817,,11.88,1.81
203,43.1389,18.9809,10.6212,15.7007,3.2802,5.0795,20.92,1.88
204,43.2875,19.0103,10.6308,15.7007,3.3096,5.0699,19.65,4.49
205,43.4352,19.3319,,15.7007,3.6312,,22.04,1.94
206,43.5875,18.8974,10.6243,15.7007,3.1967,5.0765,20.04,2.20
207,43.7205,19.0221,,15.7007,3.3214,,21.74,2.76
208,43.8490,19.0188,,15.7007,3.3181,,12.14,1.88
209,43.9960,19.2503,,15.7007,3.5496,,12.56,1.40
210,44.1343,19.1897,,15.7007,3.4890,,18.94,3.45
211,44.2973,19.2600,10.6421,15.7007,3.5593,5.0586,19.22,2.81
212,44.4542,19.9425,10.6475,15.7007,4.2418,5.0532,21.31,3.12
213,44.6051,19.9053,12.8955,15.7007,4.2046,2.8052,22.29,3.88
214,44.7379,19.0973,10.6423,15.7007,3.3966,5.0584,20.19,3.02
215,44.8996,19.1258,,15.7007,3.4251,,21.15,3.78
216,45.0127,19.3163,10.6547,15.7007,3.6156,5.0460,13.89,5.60
217,45.1229,19.8775,10.6447,15.7007,4.1768,5.0560,15.14,1.75
218,45.2094,19.7726,,15.7007,4.0719,,20.13,2.61
219,45.4133,19.8029,10.6060,15.7007,4.1022,5.0947,26.48,4.19
220,45.5512,19.8319,10.6177,15.7007,4.1312,5.0830,21.69,3.29
221,45.7055,19.1952,10.6198,15.7007,3.4945,5.0809,22.46,3.68
222,45.8451,19.4399,10.6397,15.7007,3.7392,5.0610,20.43,2.15
223,45.9794,19.2179,,15.7007,3.5171,,21.34,1.76
224,46.1197,19.0683,,15.7007,3.3676,,19.95,3.16
225,46.2642,19.0647,,15.7007,3.3640,,29.49,2.57
226,46.4159,19.3773,,15.7007,3.6766,,23.21,3.24
227,46.5176,19.0886,10.8920,15.7007,3.3879,4.8087,19.81,4.15
228,46.6209,19.1275,,15.7007,3.4268,,21.47,3.34
229,46.7442,19.2691,,15.7007,3.5684,,20.35,3.60
230,46.8687,19.2047,,15.7007,3.5040,,22.82,2.96
231,46.9832,19.1655,,15.7007,3.4647,,22.22,2.00
232,47.1114,19.2275,,15.7007,3.5268,,25.03,2.54
233,47.2703,19.0620,,15.7007,3.3613,,22.13,2.06
234,47.4506,19.0329,10.6903,15.7007,3.3322,5.0104,19.88,2.98
235,47.5954,18.9972,10.7049,15.7007,3.2965,4.9958,22.09,2.58
236,47.7536,19.8082,,15.7007,4.1075,,11.86,2.01
237,47.9219,19.7807,,15.7007,4.0800,,20.08,2.91
238,48.0689,19.1300,,15.7007,3.4292,,22.63,2.03
239,48.2212,19.0504,,15.7007,3.3497,,20.92,3.04
240,48.3784,19.1256,10.6510,15.7007,3.4249,5.0497,23.41,2.88
241,48.5445,19.2905,10.6774,15.7007,3.5898,5.0233,24.46,3.02
242,48.6730,19.1138,,15.7007,3.4131,,22.79,2.04
243,48.8098,19.2094,,15.7007,3.5087,,23.37,2.96
244,48.9472,20.1047,10.6836,15.7007,4.4040,5.0172,22.28,2.66
245,49.0880,19.8807,,15.7028,4.1780,,25.07,2.04
246,49.2377,19.9304,,15.7029,4.2275,,18.83,4.20
247,49.3791,19.9810,,15.7029,4.2781,,24.01,3.20
248,49.5016,19.8495,10.6278,15.7029,4.1466,5.0751,19.34,3.11
249,49.6504,19.9922,10.6518,15.7029,4.2893,5.0511,20.81,2.87
250,49.7955,20.0581,10.6607,15.7029,4.3552,5.0422,22.01,3.11
251,49.9775,19.9267,,15.7043,4.2225,,29.10,2.25
252,50.1129,20.1795,,15.7040,4.4756,,13.27,2.13
253,50.2425,20.1138,10.6551,15.7025,4.4113,5.0473,21.57,2.88
254,50.3669,19.7538,11.9675,15.6864,4.0674,3.7189,20.08,3.95
255,50.5230,19.7068,10.6594,15.6780,4.0288,5.0186,19.75,3.98
256,50.6920,19.0122,10.6509,15.6780,3.3343,5.0271,22.51,5.13
257,50.8523,19.2534,10.6463,15.6780,3.5755,5.0317,19.58,2.71
258,50.9923,20.0038,10.6525,15.6780,4.3259,5.0255,21.60,2.73
259,51.1739,19.2132,,15.6799,3.5332,,23.07,2.84
260,51.3144,19.3332,,15.6806,3.6525,,21.51,2.91
261,51.4526,20.0789,,15.6806,4.3983,,22.29,2.08
262,51.5767,20.1141,,15.6816,4.4325,,20.78,3.55
263,51.7194,19.7216,,15.6817,4.0399,,19.59,2.69
264,51.8638,19.1229,,15.6817,3.4412,,23.93,2.70
265,52.0143,19.8447,10.6327,15.6817,4.1630,5.0489,22.26,3.13
266,52.1586,19.1166,,15.6817,3.4349,,24.61,2.92
267,52.3082,19.2092,,15.6817,3.5275,,21.49,2.58
268,52.5360,19.9694,,15.6817,4.2877,,21.86,3.37
269,52.7038,19.0325,10.6493,15.6817,3.3509,5.0324,21.97,2.94
270,52.8868,19.2191,,15.6817,3.5374,,32.30,2.38
271,53.0393,19.2036,,15.6817,3.5219,,23.16,2.90
272,53.1665,19.7800,,15.6817,4.0983,,20.40,3.09
273,53.2938,19.1575,10.6101,15.6817,3.4758,5.0716,18.63,2.76
274,53.4384,19.1114,,15.6817,3.4298,,19.91,3.74
275,53.5879,19.2310,,15.6817,3.5493,,23.08,2.67
276,53.8694,19.1224,,15.6817,3.4407,,18.44,3.80
277,54.0126,19.7899,,15.6817,4.1082,,21.34,2.43
278,54.1562,19.0490,,15.6817,3.3673,,21.39,2.54
279,54.2574,19.9695,10.6251,15.6817,4.2878,5.0566,12.35,2.19
280,54.3734,19.2300,,15.6817,3.5483,,16.56,1.82
281,54.5053,19.0961,10.6542,15.6817,3.4145,5.0275,18.33,2.43
282,54.7094,19.0360,10.6679,15.6817,3.3543,5.0138,16.71,2.69
283,54.8380,19.1043,,15.6817,3.4226,,21.12,1.69
284,54.9521,19.3010,10.6719,15.6817,3.6193,5.0098,19.57,2.96
285,55.0834,19.1124,10.6714,15.6817,3.4307,5.0103,21.73,1.75
286,55.1993,19.8883,10.6756,15.6817,4.2067,5.0061,19.28,2.84
287,55.3798,19.1077,,15.6817,3.4260,,55.62,6.34
288,55.4966,19.2834,10.6820,15.6817,3.6017,4.9996,13.45,1.81
289,55.6236,20.0443,,15.6817,4.3626,,20.73,2.46
290,55.7507,19.7286,10.6446,15.6827,4.0459,5.0381,12.30,1.40
291,55.8859,19.8331,10.6410,15.6829,4.1502,5.0420,20.65,2.59
292,56.1362,19.0580,,15.6829,3.3750,,23.07,1.49
293,56.2841,19.2273,10.6376,15.6829,3.5444,5.0454,23.82,1.82
294,56.4057,19.1625,,15.6829,3.4796,,23.18,4.01
295,56.5116,19.1813,,15.6829,3.4984,,21.18,2.83
296,56.6145,19.1746,,15.6829,3.4917,,18.91,2.63
297,56.7608,19.2341,10.6327,15.6829,3.5512,5.0503,20.90,3.65
298,56.8754,19.1938,,15.6829,3.5109,,20.63,2.43
299,56.9778,19.2450,,15.6829,3.5620,,19.99,2.07
300,57.1149,19.9418,,15.6829,4.2589,,18.42,2.62
301,57.2351,19.2572,,15.6829,3.5742,,11.66,1.48
302,57.4045,19.2942,,15.6829,3.6112,,14.98,1.71
303,57.5263,19.2918,10.6312,15.6829,3.6088,5.0517,12.25,4.63
304,57.6552,20.0223,10.6388,15.6829,4.3393,5.0442,16.02,2.08
305,57.7628,19.1286,10.4425,15.6844,3.4442,5.2419,16.86,3.24
306,57.9108,19.8667,10.6658,15.6851,4.1816,5.0193,25.31,3.51
307,58.0184,20.0278,,15.6851,4.3427,,12.56,2.56
308,58.1737,19.1873,,15.6848,3.5025,,19.25,3.35
309,58.3275,19.8973,,15.6831,4.2142,,24.61,2.98
310,58.4650,19.9400,,15.6831,4.2569,,22.35,3.39
311,58.5987,19.7059,10.6401,15.6831,4.0228,5.0430,18.19,2.84
312,58.7212,19.6915,,15.6831,4.0084,,16.42,1.62
313,58.9148,20.0110,,15.6831,4.3279,,20.11,3.25
314,59.0669,19.7742,,15.6834,4.0908,,19.14,2.61
315,59.1868,19.2591,10.6485,15.6816,3.5775,5.0330,21.82,1.79
316,59.3129,19.7885,,15.6816,4.1070,,24.20,2.60
317,59.4269,19.7413,,15.6816,4.0597,,12.47,1.49
318,59.5861,19.1477,,15.6816,3.4661,,21.33,3.19
319,59.7182,19.9435,,15.6816,4.2619,,12.28,0.97
320,59.8233,19.8471,,15.6816,4.1656,,12.06,1.39
321,59.9231,19.7372,,15.6816,4.0557,,13.50,1.43
322,60.0321,19.2218,,15.6816,3.5402,,19.77,1.34
323,60.1504,19.2327,,15.6816,3.5511,,21.50,2.54
324,60.2577,19.1273,,15.6816,3.4458,,14.65,1.28
325,60.4487,19.7508,10.3427,15.6816,4.0693,5.3389,21.04,2.82
326,60.5987,19.1021,10.6847,15.6816,3.4206,4.9969,25.74,2.72
327,60.7504,19.3589,10.6565,15.6816,3.6773,5.0250,21.64,2.45
328,60.9524,19.1465,11.4292,15.6816,3.4650,4.2524,14.27,4.57
329,61.1015,19.2172,12.8030,15.6816,3.5357,2.8785,22.35,2.55
330,61.2191,19.7355,,15.6816,4.0540,,21.54,1.78
331,61.3660,19.8149,10.6788,15.6816,4.1334,5.0028,19.97,3.38
332,61.5057,19.7999,10.6505,15.6816,4.1183,5.0310,21.06,3.69
333,61.6487,20.0514,,15.6816,4.3699,,19.02,1.51
334,61.7846,19.8867,10.6389,15.6817,4.2050,5.0428,21.24,2.58
335,61.9249,19.7079,,15.6808,4.0270,,22.13,2.22
336,62.0468,19.7618,,15.6808,4.0810,,21.51,2.31
337,62.2016,19.1693,10.6439,15.6808,3.4884,5.0370,19.92,2.39
338,62.3416,19.1420,10.6400,15.6808,3.4612,5.0409,20.12,1.96
339,62.4799,19.0815,,15.6808,3.4007,,18.84,1.60
340,62.6152,19.0787,,15.6808,3.3978,,20.39,1.86
341,62.7524,19.7599,16.0074,15.6808,4.0791,0.3265,20.45,2.00
342,62.8876,19.7258,,15.6808,4.0449,,18.46,2.11
343,63.0233,19.7857,,15.6808,4.1049,,19.85,3.22
344,63.1834,19.7191,,15.6808,4.0382,,21.07,1.93
345,63.3526,19.8368,,15.6808,4.1560,,24.50,3.10
346,63.4842,19.3204,,15.6808,3.6395,,21.94,2.22
347,63.6191,20.0450,,15.6808,4.3641,,20.72,3.09
348,63.7523,20.0148,10.4223,15.6816,4.3332,5.2593,19.50,2.91
349,63.8734,20.1199,,15.6812,4.4387,,19.81,2.10
350,64.0157,19.1091,,15.6767,3.4324,,26.86,1.72
351,64.1703,19.3878,,15.6727,3.7151,,22.15,3.76
352,64.3224,19.2217,,15.6727,3.5490,,19.57,2.74
353,64.4747,19.1030,,15.6727,3.4303,,27.12,2.07
354,64.6385,20.0574,,15.6727,4.3848,,23.72,1.66
355,64.7769,19.2126,,15.6749,3.5378,,20.46,1.98
356,64.9264,19.3923,,15.6744,3.7179,,30.20,1.73
357,65.0598,19.2434,,15.6744,3.5690,,20.52,3.27
358,65.2015,19.2532,10.6868,15.6744,3.5788,4.9876,20.56,2.78
359,65.3540,19.1647,14.0940,15.6744,3.4903,1.5804,16.75,2.00
360,65.4811,19.3935,,15.6744,3.7192,,20.69,2.37
361,65.6294,19.1327,,15.6744,3.4583,,21.05,2.49
362,65.7887,19.1206,,15.6744,3.4462,,19.40,2.35
363,65.9003,19.1753,10.6069,15.6744,3.5009,5.0675,12.70,1.67
364,66.0353,19.1681,,15.6744,3.4937,,19.32,2.02
365,66.1496,19.1500,,15.6744,3.4756,,11.46,1.90
366,66.2846,19.0548,,15.6744,3.3804,,21.03,5.50
367,66.4300,19.1344,,15.6744,3.4600,,25.76,1.84
368,66.5702,19.1118,,15.6744,3.4375,,20.23,2.76
369,66.7173,19.1553,12.3805,15.6744,3.4809,3.2939,20.53,2.74
370,66.8576,19.2690,,15.6744,3.5946,,18.82,2.70
371,66.9704,19.3198,,15.6744,3.6454,,16.17,1.37
372,67.0768,19.2999,,15.6744,3.6255,,12.29,1.52
373,67.1838,19.2428,10.6645,15.6744,3.5684,5.0099,22.40,2.29
374,67.2874,19.1669,10.6160,15.6744,3.4925,5.0584,22.71,2.65
375,67.4140,19.2497,,15.6744,3.5753,,13.94,1.41
376,67.5236,19.1768,10.6229,15.6744,3.5024,5.0515,12.52,2.00
377,67.6392,19.1698,,15.6744,3.4954,,12.95,1.19
378,67.7673,19.1989,10.6389,15.6744,3.5245,5.0355,12.49,1.58
379,67.8994,19.8817,10.6449,15.6744,4.2073,5.0295,14.73,1.90
380,68.0238,19.1353,,15.6744,3.4609,,27.44,2.17
381,68.1661,19.2068,,15.6744,3.5324,,18.63,1.57
382,68.3111,19.8275,10.6483,15.6744,4.1531,5.0261,25.97,4.70
383,68.4688,19.1598,,15.6744,3.4854,,22.53,2.47
384,68.5989,19.1942,10.6533,15.6744,3.5198,5.0211,19.97,3.94
385,68.7080,19.2285,,15.6744,3.5541,,21.36,2.53
386,68.8595,19.2595,,15.6744,3.5851,,25.37,2.46
387,69.0488,19.7995,10.6597,15.6744,4.1251,5.0147,21.11,3.08
388,69.1902,19.1987,10.6788,15.6744,3.5243,4.9956,21.75,2.28
389,69.3387,19.2539,,15.6744,3.5795,,20.43,3.27
390,69.4668,19.2674,,15.6744,3.5930,,21.26,2.86
391,69.6213,19.1307,,15.6744,3.4563,,26.31,1.93
392,69.7438,19.2698,10.2872,15.6744,3.5954,5.3872,15.72,3.04
