frame,timestamp_s,obstacle_id,detection_source,cam_dist_m,lidar_dist_m,gt_dist_m,cam_error_m,lidar_error_m,cam_rel_error_pct,lidar_rel_error_pct,cam_within_1m,lidar_within_1m,cam_latency_ms,lidar_latency_ms,danger_level,angle_deg,sector,match_method
0,18.2456,t3,LIDAR_ONLY,14.1977,14.1977,47.4616,33.2639,33.2639,70.0859,70.0859,0,0,10.90,1.62,cautious,20.55,front,LIDAR_ONLY
0,18.2456,t3,LIDAR_ONLY,13.0648,13.0648,47.4616,34.3967,34.3967,72.4728,72.4728,0,0,10.90,1.62,cautious,24.59,front,LIDAR_ONLY
0,18.2456,t3,LIDAR_ONLY,11.8971,11.8971,47.4616,35.5645,35.5645,74.9332,74.9332,0,0,10.90,1.62,cautious,28.63,front,LIDAR_ONLY
0,18.2456,t4,LIDAR_ONLY,17.6397,17.6397,47.4616,29.8218,29.8218,62.8336,62.8336,0,0,10.90,1.62,drive,16.52,front,LIDAR_ONLY
0,18.4908,t10,LIDAR_ONLY,11.3304,11.3304,47.4616,36.1312,36.1312,76.1272,76.1272,0,0,15.65,1.33,cautious,26.06,front,LIDAR_ONLY
0,18.4908,t11,LIDAR_ONLY,21.4411,21.4411,47.4616,26.0205,26.0205,54.8243,54.8243,0,0,15.65,1.33,drive,13.58,front,LIDAR_ONLY
0,18.4908,t11,LIDAR_ONLY,18.9060,18.9060,47.4616,28.5555,28.5555,60.1656,60.1656,0,0,15.65,1.33,drive,17.74,front,LIDAR_ONLY
0,18.4908,t11,LIDAR_ONLY,16.3556,16.3556,47.4616,31.1060,31.1060,65.5393,65.5393,0,0,15.65,1.33,drive,21.90,front,LIDAR_ONLY
0,18.7860,t19,LIDAR_ONLY,14.6861,14.6861,47.4616,32.7755,32.7755,69.0569,69.0569,0,0,10.28,0.98,cautious,19.85,front,LIDAR_ONLY
0,18.7860,t19,LIDAR_ONLY,15.3896,15.3896,47.4616,32.0720,32.0720,67.5746,67.5746,0,0,10.28,0.98,cautious,15.78,front,LIDAR_ONLY
0,19.0351,t25,LIDAR_ONLY,12.1435,12.1435,47.4616,35.3181,35.3181,74.4140,74.4140,0,0,9.80,0.99,cautious,24.18,front,LIDAR_ONLY
0,19.0351,t26,LIDAR_ONLY,24.2924,24.2924,47.4616,23.1692,23.1692,48.8167,48.8167,0,0,9.80,0.99,drive,12.17,front,LIDAR_ONLY
0,19.0351,t25,LIDAR_ONLY,11.3314,11.3314,47.4616,36.1302,36.1302,76.1251,76.1251,0,0,9.80,0.99,cautious,28.18,front,LIDAR_ONLY
0,19.0351,t25,LIDAR_ONLY,11.6394,11.6394,47.4616,35.8222,35.8222,75.4762,75.4762,0,0,9.80,0.99,cautious,20.17,front,LIDAR_ONLY
0,19.2775,cam_0,CAM_ONLY,27.3586,,47.3802,20.0216,,42.2574,,0,,8.81,1.08,safe,,,CAMERA_ONLY
0,19.3436,t35,LIDAR_ONLY,12.6477,12.6477,47.2466,34.5988,34.5988,73.2304,73.2304,0,0,16.69,1.05,cautious,22.63,front,LIDAR_ONLY
0,19.3436,t35,LIDAR_ONLY,13.3196,13.3196,47.2466,33.9270,33.9270,71.8084,71.8084,0,0,16.69,1.05,cautious,14.46,front,LIDAR_ONLY
0,19.3436,t35,LIDAR_ONLY,13.8323,13.8323,47.2466,33.4143,33.4143,70.7232,70.7232,0,0,16.69,1.05,cautious,18.55,front,LIDAR_ONLY
0,19.3436,t35,LIDAR_ONLY,14.8578,14.8578,47.2466,32.3888,32.3888,68.5526,68.5526,0,0,16.69,1.05,cautious,10.37,front,LIDAR_ONLY
0,19.3436,t37,LIDAR_ONLY,10.8555,10.8555,47.2466,36.3911,36.3911,77.0238,77.0238,0,0,16.69,1.05,slow,26.72,front,LIDAR_ONLY
0,19.3976,t37,LIDAR_ONLY,10.4840,10.4840,47.1500,36.6659,36.6659,77.7645,77.7645,0,0,10.86,1.30,slow,28.99,front,LIDAR_ONLY
0,19.3976,t37,LIDAR_ONLY,10.8751,10.8751,47.1500,36.2748,36.2748,76.9350,76.9350,0,0,10.86,1.30,slow,20.62,front,LIDAR_ONLY
0,19.3976,t37,LIDAR_ONLY,11.5990,11.5990,47.1500,35.5510,35.5510,75.3998,75.3998,0,0,10.86,1.30,slow,16.43,front,LIDAR_ONLY
0,19.3976,t37,LIDAR_ONLY,12.0244,12.0244,47.1500,35.1255,35.1255,74.4975,74.4975,0,0,10.86,1.30,slow,24.80,front,LIDAR_ONLY
0,19.4647,cam_0,CAM_ONLY,27.8727,,46.9807,19.1080,,40.6720,,0,,18.23,0.90,slowdown,,,CAMERA_ONLY
0,19.5285,cam_0,CAM_ONLY,27.3231,,46.8316,19.5086,,41.6568,,0,,12.61,1.07,slowdown,,,CAMERA_ONLY
0,19.5959,cam_0,CAM_ONLY,27.5058,,46.6698,19.1641,,41.0631,,0,,13.01,1.24,slowdown,,,CAMERA_ONLY
