frame,timestamp_s,obstacle_id,detection_source,cam_dist_m,lidar_dist_m,gt_dist_m,cam_error_m,lidar_error_m,cam_rel_error_pct,lidar_rel_error_pct,cam_within_1m,lidar_within_1m,cam_latency_ms,lidar_latency_ms,danger_level,angle_deg,sector,match_method
0,11.4817,t6,LIDAR_ONLY,9.9787,9.9787,,,,,,,,19.78,1.66,cautious,28.64,front,LIDAR_ONLY
0,11.4817,t6,LIDAR_ONLY,10.2224,10.2224,,,,,,,,19.78,1.66,cautious,24.45,front,LIDAR_ONLY
0,11.4817,t8,LIDAR_ONLY,24.6060,24.6060,,,,,,,,19.78,1.66,drive,11.87,front,LIDAR_ONLY
0,11.4817,t8,LIDAR_ONLY,21.6480,21.6480,,,,,,,,19.78,1.66,drive,16.06,front,LIDAR_ONLY
0,12.0213,cam_0,CAM_ONLY,47.2460,,42.4109,4.8351,,11.4007,,0,,9.55,1.35,safe,1.92,,CAMERA_ONLY
0,12.0798,cam_0,CAM_ONLY,46.8169,,42.2617,4.5552,,10.7785,,0,,8.94,1.02,safe,1.79,,CAMERA_ONLY
0,12.1430,cam_0,CAM_ONLY,45.2325,,42.1342,3.0982,,7.3532,,0,,13.10,1.25,safe,1.61,,CAMERA_ONLY
0,12.1430,t22,LIDAR_ONLY,12.5979,12.5979,,,,,,,,13.10,1.25,cautious,21.63,front,LIDAR_ONLY
0,12.1430,t22,LIDAR_ONLY,10.2866,10.2866,,,,,,,,13.10,1.25,slow,29.86,front,LIDAR_ONLY
0,12.1430,t22,LIDAR_ONLY,10.3181,10.3181,,,,,,,,13.10,1.25,slow,25.74,front,LIDAR_ONLY
0,12.2055,cam_0,CAM_ONLY,44.8617,,41.9569,2.9048,,6.9232,,0,,12.70,1.35,safe,1.61,,CAMERA_ONLY
0,12.2691,cam_0,CAM_ONLY,45.4587,,41.7770,3.6818,,8.8129,,0,,14.43,1.15,safe,1.66,,CAMERA_ONLY
0,12.3286,cam_0,CAM_ONLY,46.7397,,41.6083,5.1315,,12.3328,,0,,9.52,0.94,safe,1.88,,CAMERA_ONLY
0,12.3877,t29,LIDAR_ONLY,9.5149,9.5149,67.1905,57.6757,57.6757,85.8390,85.8390,0,0,11.60,1.36,slow,29.86,front,LIDAR_ONLY
0,12.3877,t29,LIDAR_ONLY,9.7017,9.7017,67.1905,57.4889,57.4889,85.5610,85.5610,0,0,11.60,1.36,slow,25.74,front,LIDAR_ONLY
